city,timestamp,temperature,season
New York,2010-01-01,-0.8864982455496518,winter
New York,2010-01-02,-4.167692551079146,winter
New York,2010-01-03,1.3186199312932958,winter
New York,2010-01-04,-5.681918452293808,winter
New York,2010-01-05,-2.628636839652947,winter
New York,2010-01-06,0.418581046802525,winter
New York,2010-01-07,2.5739923682764845,winter
New York,2010-01-08,0.16720124430041527,winter
New York,2010-01-09,-7.102711670206921,winter
New York,2010-01-10,-3.2960497487576426,winter
New York,2010-01-11,-3.8903964492616687,winter
New York,2010-01-12,-6.090450816454483,winter
New York,2010-01-13,3.46095758475108,winter
New York,2010-01-14,0.04304979573879438,winter
New York,2010-01-15,-8.770878414799926,winter
New York,2010-01-16,-6.482577992877129,winter
New York,2010-01-17,-1.1909473668673094,winter
New York,2010-01-18,-6.6082842559880905,winter
New York,2010-01-19,6.136940864675969,winter
New York,2010-01-20,4.112261290992584,winter
New York,2010-01-21,-7.500686439640795,winter
New York,2010-01-22,6.484788056605309,winter
New York,2010-01-23,0.5510804697481855,winter
New York,2010-01-24,-0.0538988357690324,winter
New York,2010-01-25,2.537770950884775,winter
New York,2010-01-26,-6.465828206519477,winter
New York,2010-01-27,1.6523724717899073,winter
New York,2010-01-28,-4.466549034465253,winter
New York,2010-01-29,-2.292537457056073,winter
New York,2010-01-30,3.85171226411799,winter
New York,2010-01-31,3.8802161313098043,winter
New York,2010-02-01,4.051260783015879,winter
New York,2010-02-02,-2.786252208325191,winter
New York,2010-02-03,0.26984462413787086,winter
New York,2010-02-04,0.5803411382334307,winter
New York,2010-02-05,-1.5611543648242958,winter
New York,2010-02-06,-8.46982187495858,winter
New York,2010-02-07,-1.6236829568736106,winter
New York,2010-02-08,-3.1059768981614297,winter
New York,2010-02-09,-2.9538112811928414,winter
New York,2010-02-10,3.0200857450090752,winter
New York,2010-02-11,-6.085307536102641,winter
New York,2010-02-12,-4.036918095960341,winter
New York,2010-02-13,-1.1876987815533604,winter
New York,2010-02-14,-6.718153789354537,winter
New York,2010-02-15,-5.701299917413508,winter
New York,2010-02-16,3.149548708234406,winter
New York,2010-02-17,3.485608773045199,winter
New York,2010-02-18,-0.17761094293110233,winter
New York,2010-02-19,5.5180230330237725,winter
New York,2010-02-20,-12.406082726496164,winter
New York,2010-02-21,-4.704652822873533,winter
New York,2010-02-22,-1.2173819739773557,winter
New York,2010-02-23,-0.1593106652577128,winter
New York,2010-02-24,-3.296740559658709,winter
New York,2010-02-25,1.6160045381673924,winter
New York,2010-02-26,0.26158690495194437,winter
New York,2010-02-27,-4.731921844974498,winter
New York,2010-02-28,-4.727712509919636,winter
New York,2010-03-01,7.335839578303251,spring
New York,2010-03-02,11.088037500697872,spring
New York,2010-03-03,9.04811301706781,spring
New York,2010-03-04,10.526644372075022,spring
New York,2010-03-05,5.455485530139378,spring
New York,2010-03-06,13.369299756598728,spring
New York,2010-03-07,1.541337410691529,spring
New York,2010-03-08,9.383180112663029,spring
New York,2010-03-09,-1.0153835649259868,spring
New York,2010-03-10,12.428068125577342,spring
New York,2010-03-11,12.079235581036487,spring
New York,2010-03-12,18.936527467197834,spring
New York,2010-03-13,12.855494068123622,spring
New York,2010-03-14,13.823635834674324,spring
New York,2010-03-15,5.615902666152312,spring
New York,2010-03-16,9.096635702257275,spring
New York,2010-03-17,11.117960255990718,spring
New York,2010-03-18,5.444504250129404,spring
New York,2010-03-19,23.208364752519326,spring
New York,2010-03-20,5.616073506953901,spring
New York,2010-03-21,2.7886939109950193,spring
New York,2010-03-22,11.241715477881469,spring
New York,2010-03-23,13.10477002505709,spring
New York,2010-03-24,0.40768667360243427,spring
New York,2010-03-25,9.271324627937028,spring
New York,2010-03-26,14.910290416875474,spring
New York,2010-03-27,6.686663819368003,spring
New York,2010-03-28,13.336872839466892,spring
New York,2010-03-29,8.826173969872372,spring
New York,2010-03-30,4.647035962778175,spring
New York,2010-03-31,5.5226498586091815,spring
New York,2010-04-01,12.157110781641567,spring
New York,2010-04-02,8.841205891832116,spring
New York,2010-04-03,15.53492857265502,spring
New York,2010-04-04,17.655524917826618,spring
New York,2010-04-05,11.25247297806036,spring
New York,2010-04-06,11.114182186367044,spring
New York,2010-04-07,14.942401699846625,spring
New York,2010-04-08,9.659909366997914,spring
New York,2010-04-09,5.835785441926335,spring
New York,2010-04-10,10.374633241413928,spring
New York,2010-04-11,6.397523168679168,spring
New York,2010-04-12,16.34171990795363,spring
New York,2010-04-13,11.684500656242292,spring
New York,2010-04-14,11.627752030609606,spring
New York,2010-04-15,12.187192931655845,spring
New York,2010-04-16,7.402964559224827,spring
New York,2010-04-17,19.321055873487072,spring
New York,2010-04-18,12.835290159816815,spring
New York,2010-04-19,16.33402261836589,spring
New York,2010-04-20,8.679136544401178,spring
New York,2010-04-21,6.070854440217526,spring
New York,2010-04-22,12.411023140874702,spring
New York,2010-04-23,2.751619665390417,spring
New York,2010-04-24,10.01012549608546,spring
New York,2010-04-25,13.02440748796872,spring
New York,2010-04-26,18.584346203831544,spring
New York,2010-04-27,0.5143473004808441,spring
New York,2010-04-28,13.149423111133116,spring
New York,2010-04-29,5.717582723341749,spring
New York,2010-04-30,17.65206675928706,spring
New York,2010-05-01,8.365163957534186,spring
New York,2010-05-02,15.368648958619413,spring
New York,2010-05-03,8.116827878265259,spring
New York,2010-05-04,12.314083033711826,spring
New York,2010-05-05,16.402048119564764,spring
New York,2010-05-06,14.282365483397745,spring
New York,2010-05-07,12.752472429726286,spring
New York,2010-05-08,10.833902219452446,spring
New York,2010-05-09,11.609099739404941,spring
New York,2010-05-10,1.5153239548250652,spring
New York,2010-05-11,5.971144006057762,spring
New York,2010-05-12,15.433953208811754,spring
New York,2010-05-13,12.07797226595007,spring
New York,2010-05-14,12.282451261032636,spring
New York,2010-05-15,14.924503593002424,spring
New York,2010-05-16,21.720404576593786,spring
New York,2010-05-17,9.996794000437784,spring
New York,2010-05-18,7.053958327081503,spring
New York,2010-05-19,21.538469044324252,spring
New York,2010-05-20,8.534191992029244,spring
New York,2010-05-21,10.004156116912931,spring
New York,2010-05-22,5.176058608581616,spring
New York,2010-05-23,7.031958708342485,spring
New York,2010-05-24,24.256473722512194,spring
New York,2010-05-25,9.26882810358307,spring
New York,2010-05-26,11.24484011258638,spring
New York,2010-05-27,16.53994938219972,spring
New York,2010-05-28,15.502646581228184,spring
New York,2010-05-29,10.578419970345843,spring
New York,2010-05-30,13.328716879638161,spring
New York,2010-05-31,9.88616547159862,spring
New York,2010-06-01,28.015109655997684,summer
New York,2010-06-02,33.43765384418815,summer
New York,2010-06-03,27.347822185023904,summer
New York,2010-06-04,24.538687595490657,summer
New York,2010-06-05,28.976966090682193,summer
New York,2010-06-06,25.37886051543267,summer
New York,2010-06-07,23.414231259707798,summer
New York,2010-06-08,17.043916235467467,summer
New York,2010-06-09,25.576164582287323,summer
New York,2010-06-10,17.62896226296218,summer
New York,2010-06-11,29.708975582504017,summer
New York,2010-06-12,24.11146559976677,summer
New York,2010-06-13,20.209113764576955,summer
New York,2010-06-14,30.516156838459676,summer
New York,2010-06-15,27.496888677631613,summer
New York,2010-06-16,20.457711501206617,summer
New York,2010-06-17,27.280148082196813,summer
New York,2010-06-18,23.117568234856193,summer
New York,2010-06-19,29.304022251197846,summer
New York,2010-06-20,14.410716812791893,summer
New York,2010-06-21,26.68460150831495,summer
New York,2010-06-22,31.45163201000607,summer
New York,2010-06-23,20.197094321356715,summer
New York,2010-06-24,31.633711670488854,summer
New York,2010-06-25,28.281854668114725,summer
New York,2010-06-26,19.813567785856485,summer
New York,2010-06-27,31.7707290836808,summer
New York,2010-06-28,30.099667222298475,summer
New York,2010-06-29,28.432330346425392,summer
New York,2010-06-30,18.051538823092507,summer
New York,2010-07-01,20.641709422070505,summer
New York,2010-07-02,29.456842284295334,summer
New York,2010-07-03,24.402514991138574,summer
New York,2010-07-04,36.47135415617708,summer
New York,2010-07-05,23.340088722665612,summer
New York,2010-07-06,23.189530776671596,summer
New York,2010-07-07,24.903577799637905,summer
New York,2010-07-08,20.754947979890655,summer
New York,2010-07-09,24.628495581629952,summer
New York,2010-07-10,29.599802259266763,summer
New York,2010-07-11,25.48627808423986,summer
New York,2010-07-12,32.30321233204296,summer
New York,2010-07-13,36.44974334357238,summer
New York,2010-07-14,27.58402771709185,summer
New York,2010-07-15,20.997576035689008,summer
New York,2010-07-16,21.97237536757347,summer
New York,2010-07-17,25.200957490036373,summer
New York,2010-07-18,25.3275617308009,summer
New York,2010-07-19,25.331459754293782,summer
New York,2010-07-20,13.119704347353993,summer
New York,2010-07-21,27.89822888995488,summer
New York,2010-07-22,22.38256167104797,summer
New York,2010-07-23,24.32304908915225,summer
New York,2010-07-24,13.523534661179315,summer
New York,2010-07-25,21.622331839321973,summer
New York,2010-07-26,25.115447534206695,summer
New York,2010-07-27,22.3965892406598,summer
New York,2010-07-28,28.646742823719055,summer
New York,2010-07-29,22.041122682249586,summer
New York,2010-07-30,24.419836756259627,summer
New York,2010-07-31,26.28985332821005,summer
New York,2010-08-01,24.716933714945615,summer
New York,2010-08-02,28.07222455251623,summer
New York,2010-08-03,19.613001589287105,summer
New York,2010-08-04,25.01878702808555,summer
New York,2010-08-05,16.069290657980194,summer
New York,2010-08-06,23.0687074662782,summer
New York,2010-08-07,29.032610530897024,summer
New York,2010-08-08,22.366975237601654,summer
New York,2010-08-09,26.202121150182595,summer
New York,2010-08-10,30.68439287348334,summer
New York,2010-08-11,22.946226817958962,summer
New York,2010-08-12,33.16442534394584,summer
New York,2010-08-13,23.462596542907242,summer
New York,2010-08-14,31.08356948423152,summer
New York,2010-08-15,22.561968394387442,summer
New York,2010-08-16,20.731791417196614,summer
New York,2010-08-17,29.608615915987336,summer
New York,2010-08-18,22.522121220257855,summer
New York,2010-08-19,26.96194301400604,summer
New York,2010-08-20,29.330934204976455,summer
New York,2010-08-21,24.614346445382733,summer
New York,2010-08-22,19.809699363641748,summer
New York,2010-08-23,17.760142822890902,summer
New York,2010-08-24,15.558672921535027,summer
New York,2010-08-25,21.478634739335423,summer
New York,2010-08-26,25.737870033667,summer
New York,2010-08-27,23.01254725632188,summer
New York,2010-08-28,27.947640698840388,summer
New York,2010-08-29,18.874721455889567,summer
New York,2010-08-30,26.488776678729362,summer
New York,2010-08-31,28.17114955856198,summer
New York,2010-09-01,21.855862232729,autumn
New York,2010-09-02,10.525590835590327,autumn
New York,2010-09-03,14.369216859038229,autumn
New York,2010-09-04,16.789786654433914,autumn
New York,2010-09-05,9.660323474729452,autumn
New York,2010-09-06,16.11190281324011,autumn
New York,2010-09-07,21.271594032704353,autumn
New York,2010-09-08,5.965193069139278,autumn
New York,2010-09-09,11.99105489985877,autumn
New York,2010-09-10,14.113508814078337,autumn
New York,2010-09-11,15.241768034408999,autumn
New York,2010-09-12,24.78604424034754,autumn
New York,2010-09-13,15.931261720252975,autumn
New York,2010-09-14,18.600943074983565,autumn
New York,2010-09-15,14.717975146775366,autumn
New York,2010-09-16,11.133044064968159,autumn
New York,2010-09-17,6.070089157268993,autumn
New York,2010-09-18,18.733675210430242,autumn
New York,2010-09-19,9.658634603401143,autumn
New York,2010-09-20,28.37054951047243,autumn
New York,2010-09-21,19.122005341402627,autumn
New York,2010-09-22,15.918872697957669,autumn
New York,2010-09-23,14.35006388913105,autumn
New York,2010-09-24,20.75925293445601,autumn
New York,2010-09-25,19.13591857291177,autumn
New York,2010-09-26,11.019361063861206,autumn
New York,2010-09-27,5.30774699518976,autumn
New York,2010-09-28,6.767529728946657,autumn
New York,2010-09-29,19.7532616466747,autumn
New York,2010-09-30,11.416240886516492,autumn
New York,2010-10-01,17.417757477626356,autumn
New York,2010-10-02,15.439375980449798,autumn
New York,2010-10-03,14.647188198820094,autumn
New York,2010-10-04,10.543286635613537,autumn
New York,2010-10-05,15.730165620081435,autumn
New York,2010-10-06,30.199452435083195,autumn
New York,2010-10-07,4.108083105589224,autumn
New York,2010-10-08,15.58478419964865,autumn
New York,2010-10-09,15.409776958178892,autumn
New York,2010-10-10,19.648109933124555,autumn
New York,2010-10-11,10.360568735016075,autumn
New York,2010-10-12,20.180513087697307,autumn
New York,2010-10-13,17.445283537805427,autumn
New York,2010-10-14,15.596872544860647,autumn
New York,2010-10-15,18.982271748446898,autumn
New York,2010-10-16,6.792350672372697,autumn
New York,2010-10-17,9.14899307095287,autumn
New York,2010-10-18,10.242688524798357,autumn
New York,2010-10-19,11.772066784540039,autumn
New York,2010-10-20,11.061073752222546,autumn
New York,2010-10-21,17.33329783360938,autumn
New York,2010-10-22,17.34097946307957,autumn
New York,2010-10-23,19.17270156862317,autumn
New York,2010-10-24,8.301716013914536,autumn
New York,2010-10-25,12.32950588127202,autumn
New York,2010-10-26,23.33800149049833,autumn
New York,2010-10-27,9.181347251658561,autumn
New York,2010-10-28,9.406929345863155,autumn
New York,2010-10-29,12.150465735087387,autumn
New York,2010-10-30,11.754917329377509,autumn
New York,2010-10-31,13.06089227827923,autumn
New York,2010-11-01,11.353660017720827,autumn
New York,2010-11-02,26.301425754945612,autumn
New York,2010-11-03,19.63585830124488,autumn
New York,2010-11-04,22.403289936554028,autumn
New York,2010-11-05,6.432878876384627,autumn
New York,2010-11-06,17.269581897300796,autumn
New York,2010-11-07,15.560486872582674,autumn
New York,2010-11-08,15.094263818064855,autumn
New York,2010-11-09,19.465227934428153,autumn
New York,2010-11-10,15.560235554923453,autumn
New York,2010-11-11,16.140273699485228,autumn
New York,2010-11-12,16.75692253914445,autumn
New York,2010-11-13,24.777372526939935,autumn
New York,2010-11-14,16.698385335644684,autumn
New York,2010-11-15,6.457263309982087,autumn
New York,2010-11-16,18.034194006382243,autumn
New York,2010-11-17,8.496845009136472,autumn
New York,2010-11-18,16.406142717161103,autumn
New York,2010-11-19,18.909587890797177,autumn
New York,2010-11-20,19.145606017251218,autumn
New York,2010-11-21,4.178239128279888,autumn
New York,2010-11-22,16.858384163559588,autumn
New York,2010-11-23,17.947762976002384,autumn
New York,2010-11-24,14.461795381686576,autumn
New York,2010-11-25,16.239972706989278,autumn
New York,2010-11-26,24.048632230198645,autumn
New York,2010-11-27,11.311269626152848,autumn
New York,2010-11-28,19.795939558235396,autumn
New York,2010-11-29,11.38540192558867,autumn
New York,2010-11-30,21.08274489197751,autumn
New York,2010-12-01,2.1719370890394742,winter
New York,2010-12-02,4.8727179939978,winter
New York,2010-12-03,-7.495541444985042,winter
New York,2010-12-04,-0.3520913872908233,winter
New York,2010-12-05,-3.7522995267376293,winter
New York,2010-12-06,1.6316409571337063,winter
New York,2010-12-07,0.3963528267073038,winter
New York,2010-12-08,7.751860714323088,winter
New York,2010-12-09,3.522531555351608,winter
New York,2010-12-10,4.598059968604341,winter
New York,2010-12-11,5.353564766900297,winter
New York,2010-12-12,2.063570262691558,winter
New York,2010-12-13,4.305869544608198,winter
New York,2010-12-14,-2.8660867870623234,winter
New York,2010-12-15,-5.712011338998878,winter
New York,2010-12-16,-0.18120231785163166,winter
New York,2010-12-17,3.3480262230555775,winter
New York,2010-12-18,7.5312593329733275,winter
New York,2010-12-19,7.3783187875901435,winter
New York,2010-12-20,-8.38369527055603,winter
New York,2010-12-21,2.308926580052837,winter
New York,2010-12-22,-3.3741889361854405,winter
New York,2010-12-23,1.7042619460961546,winter
New York,2010-12-24,-1.2155702665459724,winter
New York,2010-12-25,-3.0717644805423063,winter
New York,2010-12-26,2.4340730553667984,winter
New York,2010-12-27,9.943956920875719,winter
New York,2010-12-28,-6.068705054599244,winter
New York,2010-12-29,-8.993566386619413,winter
New York,2010-12-30,-2.772801633769194,winter
New York,2010-12-31,-4.2482963816146615,winter
New York,2011-01-01,-6.590759067080097,winter
New York,2011-01-02,-8.180886885125707,winter
New York,2011-01-03,-1.738022527125381,winter
New York,2011-01-04,-2.842215696442316,winter
New York,2011-01-05,6.813277507573964,winter
New York,2011-01-06,-1.3097531582464663,winter
New York,2011-01-07,-11.072408923620074,winter
New York,2011-01-08,4.699648018727831,winter
New York,2011-01-09,-2.588045600276953,winter
New York,2011-01-10,4.316973315841446,winter
New York,2011-01-11,-0.30685004805576244,winter
New York,2011-01-12,3.0178938919695457,winter
New York,2011-01-13,0.9046421490178834,winter
New York,2011-01-14,0.3087493271419949,winter
New York,2011-01-15,3.505473777041334,winter
New York,2011-01-16,-2.1263418857234835,winter
New York,2011-01-17,5.733894163871928,winter
New York,2011-01-18,2.9890698448196957,winter
New York,2011-01-19,-2.3164486498660137,winter
New York,2011-01-20,3.178762580909025,winter
New York,2011-01-21,-7.971181652456581,winter
New York,2011-01-22,1.189652618389883,winter
New York,2011-01-23,1.2010744867202388,winter
New York,2011-01-24,13.598993628402557,winter
New York,2011-01-25,1.1215820165202641,winter
New York,2011-01-26,8.209565906308283,winter
New York,2011-01-27,2.1788290981836838,winter
New York,2011-01-28,-1.6526113002177278,winter
New York,2011-01-29,1.031642406425059,winter
New York,2011-01-30,-11.47266512237663,winter
